fraud,incident_hour,num_claims_past_year,num_vehicles_involved,injury_claim,collision_type_front,customer_education,authorities_contacted_ambulance,num_witnesses,incident_month,driver_relationship_child,policy_state_or,authorities_contacted_fire,incident_severity,incident_type_breakin,customer_gender_male,policy_liability,num_insurers_past_5_years,incident_type_theft,policy_state_az,police_report_available,policy_deductable,collision_type_rear,collision_type_side,driver_relationship_self,incident_type_collision,authorities_contacted_police,num_injuries,incident_dow,policy_state_id,policy_state_wa,customer_age,vehicle_claim,driver_relationship_spouse,policy_annual_premium,collision_type_na,driver_relationship_other,authorities_contacted_none,auto_year,customer_gender_female,total_claim_amount,driver_relationship_na,policy_state_ca,policy_state_nv,incident_day,months_as_customer
0,1,0,2,0.0,1,3,0,2,9,0,0,0,0,0,1,1,2,0,0,0,750,0,0,0,1,0,0,3,0,0,36,12000.0,1,3000,0,0,1,2016,0,12000.0,0,1,0,5,50
0,9,0,2,0.0,0,4,0,1,1,0,0,0,0,0,0,2,1,0,0,0,750,1,0,0,1,0,0,1,0,0,43,6500.0,1,3000,0,0,1,2017,1,6500.0,0,1,0,15,123
0,17,0,2,60000.0,1,3,0,2,9,0,0,0,1,0,1,2,1,0,0,1,750,0,0,0,1,1,2,1,0,1,57,12500.0,0,3000,0,1,0,2018,0,72500.0,0,0,0,3,79
0,15,0,3,0.0,0,1,0,2,11,0,0,0,1,0,1,0,2,0,0,1,750,1,0,0,1,1,0,5,0,0,18,15000.0,1,3000,0,0,0,2012,0,15000.0,0,1,0,2,2
0,5,0,2,0.0,1,3,0,0,12,0,0,0,0,0,1,0,1,0,0,0,750,0,0,1,1,0,0,5,0,0,45,10500.0,0,3000,0,0,1,2015,0,10500.0,0,1,0,7,109
0,8,0,3,0.0,0,1,0,2,3,0,0,0,2,0,0,0,1,0,1,1,750,1,0,0,1,1,0,1,0,0,55,14500.0,1,3000,0,0,0,2007,1,14500.0,0,0,0,19,129
0,20,0,2,0.0,0,3,0,0,12,0,0,0,0,0,1,0,1,0,0,0,750,0,1,1,1,0,0,4,0,0,45,15500.0,0,3000,0,0,1,2018,0,15500.0,0,1,0,6,128
0,14,0,4,12000.0,0,1,0,3,12,0,0,0,2,0,0,1,1,0,1,1,750,0,1,1,1,1,4,2,0,0,39,20000.0,0,3000,0,0,0,2013,1,32000.0,0,0,0,18,130
0,0,0,2,0.0,1,3,0,0,1,0,0,0,0,0,1,1,2,0,0,0,750,0,0,1,1,0,0,2,0,0,20,15500.0,0,2650,0,0,1,2014,0,15500.0,0,1,0,2,3
0,15,0,3,0.0,1,2,0,3,2,0,0,0,1,0,1,1,2,0,0,1,750,0,0,1,1,1,0,3,0,0,20,17500.0,0,2800,0,0,0,2015,0,17500.0,0,1,0,21,3
0,15,0,3,0.0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,750,0,0,1,1,1,0,4,0,0,24,12500.0,0,3000,0,0,0,2017,0,12500.0,0,0,0,25,31
0,15,1,2,0.0,1,3,0,0,8,0,0,0,1,0,1,2,1,0,0,0,750,0,0,1,1,1,0,4,0,0,48,17500.0,0,3000,0,0,0,2019,0,17500.0,0,1,0,23,136
0,20,0,2,0.0,0,4,0,2,10,0,1,0,1,0,1,1,1,0,0,0,750,0,1,0,1,1,0,2,0,0,51,16000.0,1,2650,0,0,0,2019,0,16000.0,0,0,0,9,267
0,15,0,3,14500.0,1,1,0,3,6,0,0,0,2,0,1,2,1,0,0,1,750,0,0,1,1,1,1,6,0,0,56,43000.0,0,3000,0,0,0,2019,0,57500.0,0,1,0,30,238
0,8,0,2,0.0,0,1,0,2,10,0,1,0,0,0,1,1,1,0,0,0,750,1,0,1,1,0,0,3,0,0,49,13000.0,0,2750,0,0,1,2020,0,13000.0,0,0,0,10,53
0,4,0,1,0.0,0,3,0,0,8,0,0,0,1,0,1,2,1,0,0,0,750,1,0,0,1,1,0,5,0,0,44,21000.0,1,3000,0,0,0,2018,0,21000.0,0,1,0,31,177
0,2,1,2,60000.0,1,1,0,0,6,0,0,0,0,0,1,3,2,0,0,0,750,0,0,1,1,0,1,0,0,0,18,11000.0,0,3000,0,0,1,2018,0,71000.0,0,1,0,3,2
0,6,0,4,12000.0,1,3,0,2,2,0,0,0,2,0,1,2,1,0,1,1,750,0,0,1,1,1,2,6,0,0,59,37500.0,0,2600,0,0,0,2017,0,49500.0,0,0,0,3,61
0,20,0,3,12500.0,1,1,0,2,3,0,0,0,2,0,0,0,1,0,1,1,750,0,0,1,1,1,1,0,0,0,52,21000.0,0,2800,0,0,0,2012,1,33500.0,0,0,0,25,64
0,12,0,2,48500.0,0,3,0,0,4,0,0,0,1,0,1,3,1,0,0,0,750,0,1,0,1,1,2,1,0,1,41,20000.0,0,3000,0,1,0,2016,0,68500.0,0,0,0,16,88
0,18,0,3,0.0,1,1,0,2,12,0,0,0,0,0,1,0,1,0,0,1,750,0,0,1,1,1,0,5,0,0,53,12000.0,0,3000,0,0,0,2019,0,12000.0,0,1,0,21,88
0,11,0,2,0.0,1,1,0,0,11,0,0,0,0,0,0,0,1,0,0,0,750,0,0,1,1,0,0,5,0,0,30,12000.0,0,2950,0,0,1,2018,1,12000.0,0,1,0,2,63
0,17,0,2,0.0,1,1,0,2,10,0,0,1,2,0,0,1,1,0,0,0,750,0,0,1,1,0,0,3,0,0,32,34000.0,0,2800,0,0,0,2018,1,34000.0,0,1,0,31,142
0,9,0,2,0.0,0,4,0,1,11,0,0,0,0,0,1,1,1,0,0,0,750,0,1,0,1,0,0,4,1,0,54,10500.0,1,3000,0,0,1,2016,0,10500.0,0,0,0,1,139
0,15,0,2,0.0,0,4,0,0,9,1,0,0,0,0,1,0,1,0,0,0,750,1,0,0,1,0,0,1,0,0,61,8000.0,0,3000,0,0,1,2015,0,8000.0,0,1,0,17,53
0,4,0,2,0.0,1,3,0,0,2,0,0,0,1,0,1,0,1,0,0,1,750,0,0,0,1,1,0,5,0,0,54,18000.0,1,3000,0,0,0,2020,0,18000.0,0,1,0,2,136
0,15,0,2,7000.0,0,1,0,1,12,0,0,1,2,0,1,2,1,0,0,0,750,1,0,0,1,0,3,0,0,0,55,33000.0,0,2750,0,1,0,2017,0,40000.0,0,1,0,9,68
0,4,0,2,4500.0,1,3,1,1,6,0,0,0,1,0,1,0,1,0,0,0,750,0,0,1,1,0,1,0,0,0,59,14500.0,0,2650,0,0,0,2017,0,19000.0,0,1,0,10,190
0,23,0,2,15000.0,1,0,0,0,10,0,0,0,1,0,1,0,1,0,0,0,750,0,0,1,1,1,1,0,0,0,70,17000.0,0,2700,0,0,0,2014,0,32000.0,0,1,0,7,200
0,19,0,1,0.0,0,3,0,0,11,0,0,0,0,1,1,1,1,0,1,0,750,0,0,0,0,1,0,4,0,0,34,11000.0,0,3000,1,0,0,2020,0,11000.0,1,0,0,29,138
0,8,0,3,15000.0,1,3,0,0,8,0,0,0,2,0,0,0,1,0,0,1,750,0,0,1,1,1,1,3,0,0,47,39000.0,0,3000,0,0,0,2018,1,54000.0,0,1,0,29,53
0,1,0,2,0.0,1,2,0,1,9,0,0,1,2,0,0,3,1,0,0,0,750,0,0,1,1,0,0,5,0,0,48,37000.0,0,3000,0,0,0,2016,1,37000.0,0,1,0,7,98
0,11,0,3,0.0,0,3,0,1,12,0,0,0,1,0,0,2,1,0,0,1,750,1,0,1,1,1,0,6,0,0,48,13000.0,0,3000,0,0,0,2017,1,13000.0,0,1,0,1,115
0,15,3,2,0.0,0,1,0,0,5,0,0,0,0,0,1,1,1,0,0,0,750,0,1,1,1,0,0,1,0,0,67,9000.0,0,3000,0,0,1,2016,0,9000.0,0,1,0,21,165
0,23,0,2,0.0,0,4,0,2,2,0,0,0,0,0,1,1,1,0,0,0,750,0,1,1,1,0,0,3,0,0,48,10500.0,0,3000,0,0,1,2015,0,10500.0,0,1,0,14,99
0,3,0,3,0.0,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,1,750,0,0,1,1,1,0,1,0,0,65,15000.0,0,3000,0,0,0,2019,1,15000.0,0,1,0,6,256
0,17,0,2,3000.0,1,3,0,0,5,0,0,0,1,0,0,3,1,0,0,0,750,0,0,1,1,1,2,4,0,0,59,14500.0,0,3000,0,0,0,2016,1,17500.0,0,1,0,10,176
0,1,0,2,0.0,0,2,0,0,4,0,0,0,0,0,0,1,1,0,0,0,750,0,1,1,1,0,0,0,0,0,50,7500.0,0,3000,0,0,1,2016,1,7500.0,0,1,0,15,103
0,16,0,2,10000.0,0,4,0,2,9,0,0,0,2,0,1,1,1,0,0,1,750,0,1,1,1,1,1,3,0,0,34,41000.0,0,3000,0,0,0,2019,0,51000.0,0,1,0,26,130
0,11,1,1,0.0,0,3,0,0,3,0,1,0,0,1,0,3,1,0,0,0,750,0,0,0,0,1,0,3,0,0,53,6500.0,0,3000,1,0,0,2014,1,6500.0,1,0,0,14,200
0,17,0,2,0.0,0,1,0,1,10,0,0,0,1,0,1,1,2,0,0,1,750,1,0,0,1,1,0,2,0,0,45,18000.0,1,3000,0,0,0,2016,0,18000.0,0,0,1,9,53
0,4,0,2,10000.0,1,3,0,1,9,0,0,0,2,0,1,1,1,0,0,1,750,0,0,0,1,1,2,3,0,1,35,31500.0,1,2900,0,0,0,2016,0,41500.0,0,0,0,5,72
0,9,0,2,13000.0,1,3,0,0,7,0,0,0,1,0,0,3,2,0,0,0,750,0,0,1,1,1,1,4,0,0,33,12500.0,0,3000,0,0,0,2018,1,25500.0,0,1,0,26,45
0,7,0,1,0.0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,750,1,0,1,1,0,0,0,0,0,52,8500.0,0,2900,0,0,1,2013,0,8500.0,0,0,1,29,18
0,15,0,3,0.0,1,3,0,0,5,0,0,0,0,0,1,0,2,0,1,1,750,0,0,1,1,1,0,0,0,0,40,7000.0,0,2600,0,0,0,2014,0,7000.0,0,0,0,20,27
0,7,0,2,0.0,0,4,0,1,6,0,0,0,0,0,0,2,1,0,0,0,750,0,1,1,1,0,0,0,0,0,52,4000.0,0,3000,0,0,1,2018,1,4000.0,0,1,0,24,71
0,1,1,2,0.0,1,3,0,0,12,0,1,0,0,0,1,2,1,0,0,0,750,0,0,1,1,0,0,6,0,0,20,10500.0,0,3000,0,0,1,2018,0,10500.0,0,0,0,22,10
0,17,0,2,0.0,0,1,0,0,3,0,0,0,0,0,0,1,2,0,0,0,750,1,0,1,1,0,0,0,0,0,19,13000.0,0,2850,0,0,1,2014,1,13000.0,0,1,0,25,7
0,14,2,1,5500.0,1,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,750,0,0,1,1,1,1,0,0,0,49,19500.0,0,3000,0,0,0,2020,0,25000.0,0,1,0,7,61
0,6,0,2,0.0,0,3,0,2,8,0,0,0,0,0,0,0,1,0,0,0,750,0,1,1,1,0,0,4,0,0,39,11000.0,0,2600,0,0,1,2011,1,11000.0,0,1,0,23,71
0,2,0,1,0.0,0,2,0,0,5,0,0,0,0,1,1,1,1,0,1,0,750,0,0,0,0,1,0,2,0,0,40,8000.0,0,3000,1,0,0,2017,0,8000.0,1,0,0,29,66
0,5,0,1,0.0,0,3,0,0,10,0,0,0,0,1,1,1,1,0,0,0,750,0,0,0,0,1,0,5,0,0,39,10000.0,0,3000,1,0,0,2019,0,10000.0,1,1,0,5,97
0,10,0,3,15000.0,1,4,0,2,11,0,0,0,2,0,0,0,3,0,1,1,750,0,0,1,1,1,1,5,0,0,24,32500.0,0,3000,0,0,0,2017,1,47500.0,0,0,0,9,9
0,14,0,3,0.0,1,3,0,4,12,0,0,0,0,0,1,1,1,0,0,1,750,0,0,1,1,1,0,2,0,0,51,12500.0,0,3000,0,0,0,2018,0,12500.0,0,1,0,11,113
0,20,0,2,0.0,0,4,0,0,10,0,0,0,0,0,1,3,1,0,0,0,750,0,1,1,1,0,0,1,0,0,31,9500.0,0,2750,0,0,1,2012,0,9500.0,0,1,0,22,96
0,14,0,3,30000.0,1,3,0,3,8,0,0,0,2,0,1,2,1,0,1,1,750,0,0,0,1,1,1,4,0,0,29,34500.0,1,3000,0,0,0,2015,0,64500.0,0,0,0,16,112
0,20,0,2,0.0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,750,1,0,1,1,0,0,2,0,0,55,7000.0,0,3000,0,0,1,2016,1,7000.0,0,0,0,16,35
0,18,0,2,0.0,1,0,0,2,6,0,0,0,0,0,1,3,1,0,1,0,750,0,0,1,1,1,0,4,0,0,71,18000.0,0,3000,0,0,0,2019,0,18000.0,0,0,0,14,73
0,8,0,1,0.0,0,4,0,0,1,0,0,0,0,1,0,2,1,0,0,0,750,0,0,0,0,0,0,1,0,0,74,14000.0,0,2600,1,0,1,2018,1,14000.0,1,1,0,22,123
0,16,0,2,0.0,0,3,0,0,12,0,0,0,0,0,0,0,1,0,0,0,750,0,1,1,1,0,0,0,0,0,48,11000.0,0,3000,0,0,1,2017,1,11000.0,0,1,0,9,70
0,16,0,3,0.0,0,3,0,2,11,0,0,0,2,0,1,0,2,0,1,1,750,1,0,1,1,1,0,1,0,0,22,29500.0,0,3000,0,0,0,2015,0,29500.0,0,0,0,19,27
0,7,0,3,0.0,0,4,0,0,3,0,0,0,0,0,0,1,2,0,0,1,750,0,1,0,1,1,0,6,0,1,50,15500.0,0,2950,0,1,0,2014,1,15500.0,0,0,0,3,38
0,15,0,1,0.0,0,4,0,0,12,0,0,0,1,0,0,0,1,1,0,0,750,0,0,0,0,1,0,5,0,0,32,11500.0,0,2600,1,0,0,2013,1,11500.0,1,1,0,21,89
0,9,0,2,0.0,1,1,0,0,10,0,0,0,1,0,1,0,5,0,1,0,750,0,0,1,1,1,0,0,0,0,22,5000.0,0,3000,0,0,0,2010,0,5000.0,0,0,0,21,4
0,19,0,3,25000.0,0,3,0,1,4,0,0,0,2,0,1,1,3,0,0,1,750,0,1,1,1,1,1,2,0,1,28,36000.0,0,2900,0,0,0,2016,0,61000.0,0,0,0,24,46
0,6,0,3,0.0,0,2,0,1,9,0,0,0,0,0,0,1,1,0,0,1,750,1,0,0,1,1,0,5,0,0,46,10000.0,0,3000,0,1,0,2014,1,10000.0,0,1,0,28,69
0,9,0,3,0.0,0,3,0,1,1,0,0,0,0,0,1,3,2,0,0,1,750,0,1,1,1,1,0,5,0,0,46,10000.0,0,3000,0,0,0,2015,0,10000.0,0,1,0,19,59
0,2,0,2,3000.0,1,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,750,0,0,1,1,1,2,2,0,0,38,27500.0,0,3000,0,0,0,2018,0,30500.0,0,1,0,13,82
0,19,4,3,0.0,1,3,0,3,4,0,0,0,2,0,1,1,1,0,1,1,750,0,0,1,1,1,0,3,0,0,22,32000.0,0,3000,0,0,0,2019,0,32000.0,0,0,0,25,42
0,11,0,2,10000.0,1,3,0,0,5,0,0,1,2,0,1,1,1,0,0,0,750,0,0,1,1,0,3,4,0,0,63,27000.0,0,2550,0,0,0,2016,0,37000.0,0,0,1,31,139
0,0,0,2,0.0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,750,0,0,1,1,1,0,1,0,0,48,15000.0,0,2850,0,0,0,2018,0,15000.0,0,1,0,15,138
0,7,0,3,24000.0,1,3,0,1,9,0,0,0,1,0,1,1,4,0,0,1,750,0,0,1,1,1,3,2,0,0,58,12000.0,0,3000,0,0,0,2018,0,36000.0,0,1,0,18,28
0,19,0,3,25000.0,1,4,0,1,11,0,1,0,2,0,1,1,1,0,0,1,750,0,0,1,1,1,1,6,0,0,40,26000.0,0,3000,0,0,0,2017,0,51000.0,0,0,0,17,113
0,19,0,2,0.0,0,1,0,1,10,0,0,0,0,0,1,0,1,0,0,0,750,1,0,1,1,0,0,3,0,0,66,14000.0,0,3000,0,0,1,2019,0,14000.0,0,1,0,31,211
1,9,0,2,0.0,1,1,0,0,5,0,0,0,2,0,1,2,5,0,0,0,750,0,0,0,1,1,0,5,0,1,18,27500.0,1,3000,0,0,0,2013,0,27500.0,0,0,0,11,1
0,4,0,1,0.0,1,2,0,0,9,0,0,0,0,0,1,3,1,0,0,0,750,0,0,1,1,0,0,4,0,1,53,17000.0,0,2650,0,0,1,2020,0,17000.0,0,0,0,13,135
0,12,1,3,13000.0,1,3,0,2,2,0,0,0,2,0,1,3,1,0,0,1,750,0,0,1,1,1,4,3,0,0,49,34000.0,0,3000,0,0,0,2018,0,47000.0,0,1,0,21,124
0,13,0,3,25000.0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,750,1,0,1,1,1,1,4,0,0,31,23500.0,0,3000,0,0,0,2018,0,48500.0,0,1,0,18,85
0,13,0,3,0.0,1,1,0,1,7,0,0,0,1,0,1,1,1,0,0,1,750,0,0,1,1,1,0,1,0,0,49,21500.0,0,3000,0,0,0,2018,0,21500.0,0,1,0,30,30
0,13,0,1,0.0,0,2,0,0,6,0,0,0,0,0,1,0,1,0,1,0,750,0,1,1,1,0,0,5,0,0,35,1000.0,0,2950,0,0,1,2010,0,1000.0,0,0,0,15,17
0,7,1,3,0.0,0,3,0,1,11,0,0,0,2,0,1,1,1,0,0,1,750,0,1,0,1,1,0,4,0,0,30,36000.0,0,3000,0,1,0,2018,0,36000.0,0,1,0,1,71
0,7,0,2,0.0,0,3,0,0,1,0,0,0,0,0,1,2,1,0,1,0,750,1,0,1,1,1,0,5,0,0,35,9000.0,0,2950,0,0,0,2019,0,9000.0,0,0,0,19,69
0,2,0,3,27000.0,0,4,0,1,10,0,0,0,2,0,1,3,1,0,0,1,750,1,0,0,1,1,1,2,0,0,53,24000.0,1,2900,0,0,0,2013,0,51000.0,0,1,0,30,181
0,14,0,1,0.0,0,3,0,0,7,0,0,0,0,1,1,1,1,0,0,0,750,0,0,0,0,0,0,2,0,0,32,8000.0,0,3000,1,0,1,2016,0,8000.0,1,1,0,10,71
0,11,0,2,7000.0,0,4,0,0,10,0,0,1,2,0,0,2,1,0,1,0,750,1,0,1,1,0,1,5,0,0,56,33500.0,0,3000,0,0,0,2016,1,40500.0,0,0,0,26,155
0,15,0,3,0.0,1,1,0,2,1,0,0,0,2,0,1,2,5,0,0,1,750,0,0,1,1,1,0,4,0,1,32,41000.0,0,3000,0,0,0,2020,0,41000.0,0,0,0,25,13
0,8,0,3,0.0,1,3,0,1,1,0,0,0,0,0,0,2,1,0,0,1,750,0,0,1,1,1,0,6,0,0,38,10000.0,0,2800,0,0,0,2014,1,10000.0,0,1,0,13,26
0,1,0,3,0.0,0,4,0,3,1,0,0,0,0,0,0,2,1,0,0,1,750,1,0,1,1,1,0,2,0,0,60,17000.0,0,3000,0,0,0,2020,1,17000.0,0,1,0,30,117
0,14,0,2,0.0,1,3,0,0,1,0,0,0,0,0,1,1,4,0,0,0,750,0,0,1,1,0,0,2,0,0,36,9000.0,0,3000,0,0,1,2015,0,9000.0,0,1,0,2,8
0,9,0,1,0.0,0,3,0,0,8,0,0,0,1,0,1,0,1,1,0,0,750,0,0,0,0,1,0,1,0,0,35,7000.0,0,2550,1,0,0,2008,0,7000.0,1,1,0,13,105
0,15,0,2,0.0,0,2,0,0,8,0,0,0,0,0,1,1,1,0,0,1,750,1,0,1,1,1,0,6,0,0,71,12500.0,0,2900,0,0,0,2014,0,12500.0,0,1,0,11,126
0,9,0,2,0.0,1,3,0,1,8,0,0,0,0,0,0,0,1,0,0,0,750,0,0,1,1,0,0,4,0,0,68,9000.0,0,3000,0,0,1,2006,1,9000.0,0,1,0,23,117
